id	created_at	blend_name	ingredients	category
1615	2026-03-03 10:06:00.75605+00	Pure	BIO RAW KAKAOVÉ BOBY se slupkou | Sáček Doypack ZIP recyklovatelný hnědý - 750ml Doypack ZIP Recykl Paperlook mat EVOH 750ml | Label BIO Ceremonial Cacao Pure 200 1000 g přední strana | Label BIO Ceremonial Cacao Pure 200 1000 g zadní strana | BIO Ceremonial Cacao Pure Hmota | Sáček Doypack ZIP recyklovatelný hnědý - 2000ml Doypack ZIP Recykl Paperlook mat EVOH 2000ml | Label BIO Ceremonial Cacao Pure 200 1000 g přední strana | Label BIO Ceremonial Cacao Pure 200 1000 g zadní strana | BIO bambucké máslodeodorizované shea butter organic deodorized COSMETIC | BIO Ceremonial Cacao Pure Hmota | ORANGE | LEMONGRASS | CLOVE leaf | CITRONELA | CEDARWOOD HIMALAYAN	Směsi esenciálních olejů
1616	2026-03-03 10:06:00.75605+00	Px	Niaouli Melaleuca quinquenervia | LAVENDER ALBANY	Směsi esenciálních olejů
1617	2026-03-03 10:06:00.75605+00	Queen	Ylang complete EO - Madagascar | Geranium EO - Madagascar | CLARY SAGE Salvia sclarea | JAMAROSA	Směsi esenciálních olejů
1618	2026-03-03 10:06:00.75605+00	Reflector	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | ROSEMARY rosmarinus officinalis | THYME WILD (thymus serpyllum) | RED ORANGE RAW COLD PRESSED | WHITE GRAPEFRUIT OIL RAW | BERGAMOT RAW	Směsi esenciálních olejů
1619	2026-03-03 10:06:00.75605+00	Relax	WILD MINT (Mentha arvensis) | CAMPHOR | EUCALYPTUS GLOBULUS India - do směsí | CLOVE leaf | BASIL | CEDARWOOD HIMALAYAN | GURJUM BALSAM	Směsi esenciálních olejů
1620	2026-03-03 10:06:00.75605+00	Reles	CEDARWOOD HIMALAYAN | BASIL | ORANGE | LEMON COLD PRESSED | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1621	2026-03-03 10:06:00.75605+00	Resolution	CEDARWOOD HIMALAYAN | ORANGE | EUCALYPTUS CAMALDULENSIS | PEPPERMINT (Máta peprná)	Směsi esenciálních olejů
1622	2026-03-03 10:06:00.75605+00	Rhe	RED ORANGE RAW COLD PRESSED | BASIL | EUCALYPTUS GLOBULUS India - do směsí | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1623	2026-03-03 10:06:00.75605+00	Rosa Vibe	Geranium EO - Madagascar | PALMAROSA | ROSEWOOD | JAMAROSA	Směsi esenciálních olejů
1624	2026-03-03 10:06:00.75605+00	S Stop	LEMON COLD PRESSED | GURJUM BALSAM | CEDARWOOD HIMALAYAN | PEPPERMINT (Máta peprná) | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1625	2026-03-03 10:06:00.75605+00	Sauna	EUCALYPTUS GLOBULUS India - do směsí | WILD MINT (Mentha arvensis) | CEDARWOOD HIMALAYAN | Niaouli Melaleuca quinquenervia	Směsi esenciálních olejů
1626	2026-03-03 10:06:00.75605+00	Self Love	RED ORANGE RAW COLD PRESSED | Geranium EO - Madagascar | CANANGA | GURJUM BALSAM	Směsi esenciálních olejů
1627	2026-03-03 10:06:00.75605+00	Shoes	Clove terpen | CEDARWOOD HIMALAYAN | GURJUM BALSAM | CLOVE leaf	Směsi esenciálních olejů
1628	2026-03-03 10:06:00.75605+00	So Happy Together	3s | CANANGA | LEMON COLD PRESSED | RED ORANGE RAW COLD PRESSED | CEDARWOOD HIMALAYAN | GURJUM BALSAM | PATCHOULI JAVA Pogostemon Cablin benth	Směsi esenciálních olejů
1629	2026-03-03 10:06:00.75605+00	Soulguard	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | RED ORANGE RAW COLD PRESSED	Směsi esenciálních olejů
1630	2026-03-03 10:06:00.75605+00	Stem Plus	RED ORANGE RAW COLD PRESSED | GOLD COL | 33 | TURMERIC leaf	Směsi esenciálních olejů
1631	2026-03-03 10:06:00.75605+00	Stop Add	CEDARWOOD HIMALAYAN | ORANGE | PEPPERMINT (Máta peprná) | BASIL | LEMON COLD PRESSED | GURJUM BALSAM	Směsi esenciálních olejů
1632	2026-03-03 10:06:00.75605+00	Suby C-1	33 | TURMERIC root Curcuma longa | CLOVE leaf | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1633	2026-03-03 10:06:00.75605+00	Suby C-2	33 | FRANKINCENSE (BOSWELLIA SERRATA) | ORANGE | LEMON COLD PRESSED | CLOVE leaf	Směsi esenciálních olejů
1634	2026-03-03 10:06:00.75605+00	Suby C-3	33 | FRANKINCENSE (BOSWELLIA SERRATA) | LEMONGRASS | CLOVE leaf | HOLY BASIL (TULSI)	Směsi esenciálních olejů
1635	2026-03-03 10:06:00.75605+00	Sunshine	Ylang complete EO - Madagascar | BERGAMOT SUN | BLUE TANSY | PATCHOULI JAVA Pogostemon Cablin benth	Směsi esenciálních olejů
1636	2026-03-03 10:06:00.75605+00	Sup-Er-Man	BIO RAW KAKAOVÉ BOBY se slupkou | OMEGA KOMPLEX 1 BIO RAW (mořské řasy se slunečnicový olejem) | PATCHOULI JAVA Pogostemon Cablin benth | GURJUM BALSAM | CEDARWOOD HIMALAYAN | BIO JAGGERY POWDER | Geranium EO - Madagascar | BIO KONOPNÁ SEMÍNKA (Organic Hemp Nuts) Rumunsko | CANANGA	Směsi esenciálních olejů
1637	2026-03-03 10:06:00.75605+00	Sw	LEMON COLD PRESSED | CLOVE leaf | TURMERIC root Curcuma longa | EUCALYPTUS GLOBULUS India - do směsí | FRANKINCENSE (BOSWELLIA SERRATA) | WILD MINT (Mentha arvensis)	Směsi esenciálních olejů
1638	2026-03-03 10:06:00.75605+00	Tantra	Ylang complete EO - Madagascar | BERGAMOT SUN | CLARY SAGE Salvia sclarea | ROSEWOOD	Směsi esenciálních olejů
1639	2026-03-03 10:06:00.75605+00	Tattoo	Niaouli Melaleuca quinquenervia | LAVENDER ALBANY | FRANKINCENSE (BOSWELLIA SERRATA) | Ylang complete EO - Madagascar	Směsi esenciálních olejů
1640	2026-03-03 10:06:00.75605+00	Thank You	3s | CANANGA | RED ORANGE RAW COLD PRESSED | LEMON COLD PRESSED	Směsi esenciálních olejů
1641	2026-03-03 10:06:00.75605+00	Tin	FRANKINCENSE (BOSWELLIA SERRATA) | LAVENDER ALBANY | CYPRESS Cupressus sempervirens | JUNIPER berry juniperus communis | Niaouli Melaleuca quinquenervia | LEMON SUN | BASIL	Směsi esenciálních olejů
1642	2026-03-03 10:06:00.75605+00	Tonafu	CLOVE leaf | OREGANO Origanum vulgare | LEMON COLD PRESSED | ROSEMARY rosmarinus officinalis | TEA TREE melaleuca alternifolia - do směsí | THYME (thymus vulgaris)	Směsi esenciálních olejů
1643	2026-03-03 10:06:00.75605+00	Transformation	LEMON COLD PRESSED | WILD MINT (Mentha arvensis) | PEPPERMINT (Máta peprná)	Směsi esenciálních olejů
1644	2026-03-03 10:06:00.75605+00	Trauma Free	Geranium EO - Madagascar | Ylang complete EO - Madagascar	Směsi esenciálních olejů
1645	2026-03-03 10:06:00.75605+00	Travelling	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | LEMON COLD PRESSED | WILD MINT (Mentha arvensis) | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1646	2026-03-03 10:06:00.75605+00	Vahe	LEMON COLD PRESSED | GURJUM BALSAM | LEMONGRASS | CEDARWOOD HIMALAYAN | CLOVE leaf	Směsi esenciálních olejů
1647	2026-03-03 10:06:00.75605+00	Vibe	Ylang complete EO - Madagascar | Geranium EO - Madagascar | PALMAROSA | ROSEWOOD | JAMAROSA | VANILLA CO2  Vanilla planifolia | BERGAMOT SUN | CANANGA	Směsi esenciálních olejů
1648	2026-03-03 10:06:00.75605+00	Virgin	Olive oil conventional (olivový olej NEBIO) | Lahev Dorika 075 l zelená | Uzávěr na lahve Dorika černý plastový se závitem a nalévací vložkou | Label VEGAN EXTRA PANENSKÝ OLIVOVÝ OLEJ  750 5000 ml | Lahev plastová 1 L Bušlak | Uzávěr plastové lahve 1 L Bušlak | Label VEGAN EXTRA PANENSKÝ OLIVOVÝ OLEJ 1000 ml | Kanystr 5 L čirý hranatý | Žlutý uzávěr + držák (pro hranatý kanystr čirý 5 l) | Label VEGAN EXTRA PANENSKÝ OLIVOVÝ OLEJ  750 5000 ml | Olive oil conventional (olivový olej NEBIO) | Olive oil conventional (olivový olej NEBIO) | GREEN MANDARIN OIL RAW | BERGAMOT RAW | CLARY SAGE Salvia sclarea | Ylang complete EO - Madagascar	Směsi esenciálních olejů
1649	2026-03-03 10:06:00.75605+00	Vita	CLOVE leaf | ORANGE | LEMON COLD PRESSED | BASIL | LEMONGRASS | FRANKINCENSE (BOSWELLIA SERRATA) | TURMERIC root Curcuma longa | LEMONGRASS | LEMON COLD PRESSED | ORANGE | GURJUM BALSAM	Směsi esenciálních olejů
1650	2026-03-03 10:06:00.75605+00	Vitality	BIO bambucké máslodeodorizované shea butter organic deodorized COSMETIC | CLOVE leaf | ORANGE | LEMON COLD PRESSED | BASIL | LEMONGRASS | FRANKINCENSE (BOSWELLIA SERRATA) | TURMERIC root Curcuma longa | LEMONGRASS | LEMON COLD PRESSED | ORANGE | GURJUM BALSAM	Směsi esenciálních olejů
1651	2026-03-03 10:06:00.75605+00	Warrior	WINNER | PATCHOULI JAVA Pogostemon Cablin benth | GURJUM BALSAM	Směsi esenciálních olejů
1652	2026-03-03 10:06:00.75605+00	Water	CEDARWOOD HIMALAYAN | THYME (thymus vulgaris) | CUMIN seed	Směsi esenciálních olejů
1653	2026-03-03 10:06:00.75605+00	Wet C	KOKOSOVÝ OLEJ FRAKCIONOVANÝ MCT 60/40 | Niaouli Melaleuca quinquenervia | LEMON COLD PRESSED | EUCALYPTUS GLOBULUS India - do směsí | PEPPERMINT (Máta peprná) | FRANKINCENSE (BOSWELLIA SERRATA)	Směsi esenciálních olejů
1654	2026-03-03 10:06:00.75605+00	Wild Woman	Aksamitník (Tagetes patula) | RED ORANGE RAW COLD PRESSED | GURJUM BALSAM	Směsi esenciálních olejů
1655	2026-03-03 10:06:00.75605+00	Winner	CEDARWOOD HIMALAYAN | ORANGE | EUCALYPTUS GLOBULUS India - do směsí	Směsi esenciálních olejů
1656	2026-03-03 10:06:00.75605+00	Wloss	BIO RAW KAKAOVÉ BOBY se slupkou | OMEGA KOMPLEX 1 BIO RAW (mořské řasy se slunečnicový olejem) | BIO JAGGERY POWDER | PEPPERMINT (Máta peprná) | LEMON COLD PRESSED | CEDARWOOD HIMALAYAN	Směsi esenciálních olejů
1657	2026-03-03 10:06:00.75605+00	Wofert	BIO RAW KAKAOVÉ BOBY se slupkou | BIO JAGGERY POWDER | OMEGA KOMPLEX 1 BIO RAW (mořské řasy se slunečnicový olejem) | CANANGA | GERANIUM | GURJUM BALSAM | LEMONGRASS	Směsi esenciálních olejů
1658	2026-03-03 10:06:00.75605+00	Woman M	BIO RAW KAKAOVÉ BOBY se slupkou | BIO JAGGERY POWDER | OMEGA KOMPLEX 1 BIO RAW (mořské řasy se slunečnicový olejem) | CLARY SAGE Salvia sclarea | FRANKINCENSE (BOSWELLIA SERRATA) | WHITE GRAPEFRUIT OIL RAW | PATCHOULI JAVA Pogostemon Cablin benth | RED ORANGE RAW COLD PRESSED | LEMON COLD PRESSED | Geranium EO - Madagascar	Směsi esenciálních olejů
1659	2026-03-03 10:06:00.75605+00	Woman No. 1	ROSEWOOD | PALMAROSA | GERANIUM | GURJUM BALSAM	Směsi esenciálních olejů
1660	2026-03-03 10:06:00.75605+00	Wood	RED ORANGE RAW COLD PRESSED | PEPPERMINT (Máta peprná)	Směsi esenciálních olejů
1661	2026-03-03 10:06:00.75605+00	Yes	3s | CANANGA	Směsi esenciálních olejů
